lei,n_apps,n_black,n_white,penalty_pp,se,t_stat,p_value,significant
254900PQLW7K91KOVU18,2908,526,2382,-23.101,2.0649,-11.1875,0.0,1
5493003JGY7VFGEGT744,1040,52,988,-1.1542,2.4332,-0.4744,0.635339,0
5493001J5Z6NXCZKQR68,625,21,604,-17.7313,8.3284,-2.129,0.033646,1
549300GS6ONO04ORI292,11047,153,10894,-12.7104,1.5655,-8.1191,0.0,1
549300VYK2WBD7SST478,7330,1054,6276,-12.2481,1.7134,-7.1484,0.0,1
549300J5W91RLNLMTL86,2883,49,2834,-2.3812,5.1708,-0.4605,0.64519,0
549300GTVXJ2PGXNLM73,31361,3528,27833,-7.4935,0.4307,-17.3987,0.0,1
549300GSCUJKJINRJ980,90714,4811,85903,-7.924,0.3534,-22.4192,0.0,1
20TVKH7M13MUBGE80C53,24211,685,23526,-14.5711,1.1844,-12.3029,0.0,1
5493000D6RXLNBZQYA47,9413,164,9249,-13.419,3.3953,-3.9522,7.8e-05,1
549300RAGLSEPN0V3D13,885,101,784,-3.8792,2.0478,-1.8943,0.058512,0
549300P0GXZAWI355052,4151,22,4129,7.988,8.7271,0.9153,0.360084,0
549300KRHOMDHAKS8L29,6463,989,5474,-22.037,1.5215,-14.4841,0.0,1
549300VH184HHOFFT776,414,35,379,-19.1273,6.406,-2.9859,0.002998,1
549300FYXKL13UG7P021,4399,235,4164,-3.1106,1.3167,-2.3624,0.018199,1
549300JH8TVR84H1BL45,1708,52,1656,0.1948,0.5905,0.3299,0.741523,0
549300RYJCJ7JPQ4RF20,4291,95,4196,-22.6969,3.7976,-5.9766,0.0,1
549300R1405JUM8QXD66,750,46,704,0.2286,2.6198,0.0873,0.930475,0
2549003SD8SH7JXN6S72,1597,30,1567,-0.9172,5.1373,-0.1785,0.858324,0
HIDXEG9BLUJZKBGUT764,5130,1383,3747,-8.0524,0.8649,-9.3101,0.0,1
5493001141Z7CINOSB62,3628,179,3449,-5.9781,1.9616,-3.0476,0.002323,1
549300Z6CO0YC8ULYR28,522,59,463,-0.038,1.7093,-0.0223,0.982255,0
549300T9P3WXNMXX0I34,20695,2105,18590,-7.232,0.5614,-12.8823,0.0,1
549300QRWA4IGMDEDT70,3299,164,3135,-27.5968,2.7575,-10.008,0.0,1
54930068H3KVFOUG0285,1026,57,969,-7.2909,4.2978,-1.6964,0.090109,0
549300GXXWNCQH5XX485,572,33,539,-12.7356,5.45,-2.3368,0.019797,1
549300KDDWLC5I8K6C44,4116,179,3937,-9.2346,3.1407,-2.9403,0.003298,1
549300OSZK2W0WJYS771,9886,1624,8262,-14.1327,1.0997,-12.8513,0.0,1
5493008XX3NZ5S384W16,1230,54,1176,-7.6811,4.3912,-1.7492,0.080506,0
549300KGMXCXMVC0BO47,3599,335,3264,-11.4703,2.1659,-5.2958,0.0,1
549300UK3Z5PC7V71K69,10604,569,10035,-8.1975,1.056,-7.7628,0.0,1
5493003X6Y6JGJKHPA25,1575,217,1358,0.2128,1.4472,0.147,0.883132,0
5493005G8JO0PPI0HN36,3411,74,3337,-4.0685,2.7973,-1.4545,0.14591,0
549300O2D8BPO6PJRB90,3702,108,3594,-0.8684,3.1481,-0.2758,0.78268,0
549300JKR164SLNO6Y85,27035,3909,23126,-3.3982,0.3141,-10.8192,0.0,1
5493009JEKX81THMLH86,3474,26,3448,-2.2584,7.5354,-0.2997,0.764422,0
549300RBN5KM5RUFOE42,2272,392,1880,-9.2118,1.554,-5.928,0.0,1
549300H0B8QZSS10X971,2836,28,2808,-8.472,7.133,-1.1877,0.235047,0
549300QD5CQZ9PPP5B09,7563,480,7083,-13.9326,1.8898,-7.3725,0.0,1
254900DYDZ158KQYBD95,101,17,84,-44.408,8.4033,-5.2846,1e-06,1
254900VKT2R0R20CR104,1853,67,1786,-24.4472,4.6635,-5.2422,0.0,1
549300HGCEIBDGBU7E37,515,26,489,-21.2417,6.203,-3.4244,0.000666,1
5493008E3WZYM5146L29,4042,67,3975,-4.5436,2.7766,-1.6364,0.101829,0
549300X7EIYXZ10LDJ13,63,12,51,-41.9559,14.0234,-2.9919,0.004092,1
549300NN0PRX3I4QGG46,6614,1463,5151,-3.4293,1.1024,-3.1108,0.001874,1
549300ZAZI235VM8Q149,2937,234,2703,-0.6981,0.5819,-1.1997,0.230358,0
549300BSREUOP0WE2207,1471,121,1350,-3.8154,1.9519,-1.9547,0.050811,0
549300WWLOUWIJ1Q0H29,16907,1050,15857,-17.6695,1.1276,-15.6705,0.0,1
549300SFG15JDKI5MD22,12216,1825,10391,-17.7684,0.8425,-21.089,0.0,1
B4TYDEB6GKMZO031MB27,872493,108625,763868,-17.2722,0.1505,-114.773,0.0,1
5493007KYI3BO5LTXF79,2063,14,2049,-47.3318,10.1945,-4.6429,4e-06,1
549300214PKB2Y1ZWH75,2866,22,2844,-4.3372,0.9762,-4.443,9e-06,1
ZXMJHJK466PBZTM5F379,7544,187,7357,-6.8557,2.0131,-3.4055,0.000664,1
5493005OOIYF660YQO46,1592,85,1507,-7.0488,2.508,-2.8105,0.005007,1
549300Q10M1VXBG2H889,11269,2398,8871,-9.0683,0.7662,-11.8346,0.0,1
5493008M2HP1C1B9LU12,3487,89,3398,-8.3071,3.5384,-2.3477,0.018946,1
549300KR4ZW8KJC82O47,2033,136,1897,-13.0393,2.671,-4.8817,1e-06,1
549300VORTI31GZTJL53,334225,38413,295812,-8.8938,0.258,-34.4754,0.0,1
549300XO2MXF3RX56J09,352,39,313,-2.8377,2.5135,-1.129,0.259696,0
549300AENO88GEUWCZ39,23721,1351,22370,-5.381,0.5383,-9.9967,0.0,1
549300Q9TCZDLU48CG18,5473,440,5033,-22.512,1.8484,-12.1794,0.0,1
2549006AC9Y4MDVXIL37,406,73,333,-41.7436,4.6857,-8.9088,0.0,1
549300KJKBXR3PD3QQ56,8132,826,7306,-2.7004,0.5372,-5.0272,1e-06,1
549300C2LYW7GU30DV25,3316,258,3058,-0.2455,2.4888,-0.0987,0.921422,0
5493008R64K2UUN2NP30,4262,151,4111,-19.2524,3.5486,-5.4253,0.0,1
254900Q8CQK28JPFK147,466,44,422,-21.5978,5.5015,-3.9258,0.0001,1
549300TUSRLWD8ETNR90,18731,218,18513,-7.0388,2.4859,-2.8315,0.004638,1
549300KB8NXVYD7BGS97,728,278,450,-16.9469,3.2352,-5.2382,0.0,1
549300FHGNOLF14HHS09,4106,199,3907,-0.9326,0.7603,-1.2266,0.220029,0
549300ZWNETGFXTBBY03,29827,1558,28269,-6.5135,0.5547,-11.7434,0.0,1
2549001IK7UDPADKAG34,5631,140,5491,-13.1519,3.3709,-3.9016,9.7e-05,1
254900N91HZUUV8IZM62,227,17,210,-9.9874,11.0011,-0.9079,0.364941,0
549300ZLEJNF277L8Q40,881,22,859,-10.2805,6.7852,-1.5151,0.130099,0
549300U7F7T8UG5AI038,1281,18,1263,0.0877,0.6655,0.1318,0.895148,0
549300YRN588YD6VNJ18,9656,526,9130,-3.5514,0.7279,-4.8792,1e-06,1
5493008JECR4UE0WVR04,9811,144,9667,-5.7929,1.8452,-3.1394,0.001698,1
549300BRR67NLTQSBT29,8306,240,8066,-6.2623,1.3877,-4.5129,6e-06,1
549300B81YWV4GBENI49,5998,418,5580,-18.87,1.6714,-11.2901,0.0,1
549300EM6UG8HE3P8U74,12663,1483,11180,-13.5471,1.1354,-11.9315,0.0,1
5493009YXZEN8325UC34,5342,115,5227,-4.6486,2.6826,-1.7329,0.08317,0
549300ML3H1LUVR1FP75,2427,73,2354,-14.1174,4.2528,-3.3195,0.000915,1
549300YIQ7S7Z8PIHE53,217134,26532,190602,-16.6464,0.3186,-52.2562,0.0,1
2549002YTHQ90AS4OM73,1302,656,646,-0.1383,0.2265,-0.6108,0.541423,0
549300SJLI7IC47X6H33,5712,437,5275,-4.5561,0.6619,-6.883,0.0,1
254900XIGAR8HM0KJZ26,1023,19,1004,-28.8275,9.456,-3.0486,0.002359,1
5493000XJFWT2H46HI07,9528,520,9008,-18.5557,1.3435,-13.8111,0.0,1
5493004J0RTXMDKIYB74,2976,122,2854,-17.1836,3.927,-4.3757,1.3e-05,1
549300Z1TH1HE4A6TS23,2873,174,2699,-13.1598,2.2275,-5.908,0.0,1
549300HW662MN1WU8550,1690739,150104,1540635,-7.8977,0.0801,-98.6232,0.0,1
549300ZOBXG0DT4I6U54,2599,222,2377,-2.0646,0.8749,-2.36,0.01835,1
254900P681DTTH4I3144,1929,34,1895,-3.7233,4.824,-0.7718,0.44031,0
5493001YIUWLFRXQUO81,17130,1159,15971,-6.2345,0.6824,-9.1363,0.0,1
549300PP6R8WIOP60124,8419,541,7878,-32.3669,0.8458,-38.2673,0.0,1
549300UL36AJZ0WZ4U93,6392,793,5599,-4.4299,0.7635,-5.802,0.0,1
549300F2GDWKJH3GMB47,3125,1475,1650,-18.1637,1.6476,-11.0244,0.0,1
549300916KMYQ118CX89,6597,797,5800,-5.4943,0.6598,-8.3269,0.0,1
UPMVBH3EU3LS6P1KR697,2824,169,2655,-13.1797,3.8204,-3.4498,0.000569,1
254900HEPQK96AEXHS12,2191,21,2170,-12.6253,4.429,-2.8506,0.004404,1
549300M2HFFTNLBO7R56,986,73,913,-12.4621,5.1883,-2.402,0.016492,1
549300PIL8LFAQ04XC20,146828,16491,130337,-10.1918,0.4107,-24.8151,0.0,1
254900QK56SK0RTQI188,898,29,869,-8.0414,6.2537,-1.2859,0.198823,0
549300LNUJ0IPK43UX33,30454,1027,29427,-15.8753,1.087,-14.6052,0.0,1
54930065B0NVUO52TY13,6908,1065,5843,-10.5173,1.1373,-9.2479,0.0,1
2549008LUH7QKMXQ8N53,9635,335,9300,-7.8232,1.6318,-4.7942,2e-06,1
549300YM15OICCNPH537,2618,159,2459,-5.5891,2.2303,-2.506,0.012273,1
254900LTD432L5CHIZ48,4920,1136,3784,-3.5913,0.8809,-4.077,4.6e-05,1
2138007DQF1WY8NDYM18,1952,50,1902,-1.2017,4.3142,-0.2785,0.780621,0
254900Q9V3DYHBRTUH61,2366,58,2308,-4.7006,1.9139,-2.456,0.014119,1
549300U82B82JH54TO79,5774,118,5656,-3.4224,1.4801,-2.3123,0.020796,1
549300Z4HQ7YDKUVEW39,6184,257,5927,-10.5247,2.6962,-3.9036,9.6e-05,1
54930089Y8VTOF8RPD25,3238,196,3042,-11.9813,1.7109,-7.0031,0.0,1
549300LVO0PEC3F2EB53,1033,134,899,-33.0555,3.2775,-10.0857,0.0,1
5493007TJ86W1ZK4LZ15,4915,74,4841,-12.7713,4.935,-2.5879,0.009684,1
549300TTPNZTZH2PH447,1269,113,1156,-16.853,4.2815,-3.9362,8.7e-05,1
549300TWX5Q3V5VXNF89,3829,34,3795,-2.1554,3.7144,-0.5803,0.561761,0
549300VCMRO4ST680C11,11068,3031,8037,-7.4399,1.058,-7.032,0.0,1
549300TINI6CL78UD591,46758,4144,42614,-12.1137,0.582,-20.8127,0.0,1
549300K0WZYZ4I41CZ29,2933,12,2921,-0.6527,10.2572,-0.0636,0.949266,0
549300OV8NE5ZPEPMF52,24021,1595,22426,-7.3218,0.5106,-14.339,0.0,1
549300XQ8DRJT0OETE90,1464,16,1448,0.4917,1.8565,0.2649,0.791162,0
549300H6M7CI9LXTKS03,1676,535,1141,-0.5205,1.7457,-0.2981,0.765627,0
5493001U0HWKEN6OLT59,497,20,477,1.3691,2.4627,0.5559,0.578509,0
549300D2MZZVH30ENJ10,14192,1455,12737,-2.1871,0.6014,-3.6364,0.000277,1
549300BES7HNVKCDIM50,4189,109,4080,-6.9881,4.452,-1.5696,0.116574,0
5493004RCIKTZ2ZKII25,12238,2529,9709,-2.2778,0.4037,-5.6421,0.0,1
254900MCB5QTUWUWQ396,1343,772,571,-10.6038,2.6817,-3.9542,8.1e-05,1
54930053KPO7OG48FP72,1246,58,1188,-28.9452,5.1239,-5.649,0.0,1
549300RYWXR8TL5LIK35,16136,2597,13539,-7.2035,0.5162,-13.9545,0.0,1
CKVBED0S4DMLKJJ5XH28,29517,857,28660,-5.2895,0.4415,-11.9802,0.0,1
549300K80E72C24ZOJ37,2253,455,1798,-15.2117,1.5839,-9.6038,0.0,1
549300CHR7TPQ6LLXG47,12269,3184,9085,-15.9604,0.8234,-19.3845,0.0,1
549300UCNB01VMT4GV61,8478,518,7960,-5.8585,0.909,-6.4447,0.0,1
549300FRCDZ60TVZUA57,263,59,204,-5.5998,3.9489,-1.4181,0.157379,0
5493009UERHLQ7BG5D32,1751,119,1632,-6.3282,2.1102,-2.9988,0.002749,1
549300DMIVL13D62WX91,24829,3720,21109,-2.2958,0.3956,-5.803,0.0,1
549300DRKDRXN7POBN12,3731,400,3331,-8.9724,1.6492,-5.4403,0.0,1
549300JJ8BTDDILW4H12,1847,221,1626,-7.3792,2.151,-3.4306,0.000616,1
549300UXTDELQS5SLF91,17409,269,17140,-26.1477,2.1919,-11.9293,0.0,1
549300ERHDU3FCE3FA33,3524,22,3502,-13.5437,7.5431,-1.7955,0.072659,0
549300DPRWSBUY619V27,24090,2366,21724,-17.4034,0.8315,-20.9307,0.0,1
54930023DLYUOD6GKQ42,4396,90,4306,-16.8283,3.3277,-5.0571,0.0,1
XC7Z0BA39TU7L1AKOJ12,16438,974,15464,-22.5995,1.4955,-15.112,0.0,1
549300D5DG8D4966HK70,2441,285,2156,-12.7374,2.935,-4.3398,1.5e-05,1
254900561K135J92VD38,7593,272,7321,-13.3018,1.682,-7.9084,0.0,1
549300JFKW9425KOPI17,501,115,386,-8.231,4.4507,-1.8494,0.065,0
549300UBGGLZLZEY0M18,7730,105,7625,-12.3978,4.5021,-2.7538,0.005905,1
5493006F1N8E3EEF3W63,19097,759,18338,-13.4655,1.1453,-11.7575,0.0,1
549300YMIOLU51FSTO86,84,37,47,-0.6535,6.8379,-0.0956,0.924108,0
549300W0YBCUV18HSR42,8110,106,8004,-5.9268,4.569,-1.2972,0.194611,0
549300Q55VW95EP3CM33,2422,40,2382,-8.3952,4.389,-1.9128,0.055893,0
254900UHFHT3IWKY8K19,4695,158,4537,-23.3582,2.67,-8.7484,0.0,1
LBIZXW7X2N50PETIH863,6532,145,6387,-27.1261,3.626,-7.4811,0.0,1
549300BRLQAIJ1LJA253,10162,32,10130,1.5841,4.2087,0.3764,0.706627,0
549300Q3RKNDNMSDEE10,1903,44,1859,-8.1322,5.2494,-1.5492,0.121507,0
2549007IU6SKFLLNKZ07,4321,161,4160,0.097,0.2449,0.3961,0.692036,0
549300CHBB3GN7JFXU86,3009,59,2950,-1.0019,2.4553,-0.408,0.683271,0
549300ZTT08EKQRVTR15,19956,1502,18454,-9.9496,0.7862,-12.6554,0.0,1
549300BYGLNAWS20VR43,788,32,756,0.2243,0.9156,0.245,0.806514,0
549300HTKHBMJL4D9734,581,67,514,-3.624,5.4324,-0.6671,0.504976,0
549300Y817BTHHMVNH95,4973,916,4057,-0.5043,0.5153,-0.9786,0.327811,0
549300488506L45QIE35,2647,149,2498,-2.0882,0.8042,-2.5966,0.009468,1
254900HQK1GFTN5BRG15,17102,887,16215,-21.6316,1.3671,-15.8227,0.0,1
549300Y5Y88FQLI7VE83,8310,931,7379,-6.5161,1.7011,-3.8306,0.000129,1
549300LE3ZOZXUS7W648,15246,3001,12245,-13.8834,0.6988,-19.8666,0.0,1
2549001SI0EMFPT39035,7966,836,7130,-4.2541,0.6381,-6.667,0.0,1
549300N1YHCNRTYZ3E91,986,22,964,-7.4748,2.5625,-2.917,0.003615,1
5493007XV974105FQA68,330,33,297,1.896,2.6927,0.7041,0.481858,0
2549008X67CV1MNM7747,7373,1832,5541,-2.1346,0.6212,-3.436,0.000594,1
549300HQ25HXXXOWJ140,394,41,353,-26.0482,6.6125,-3.9392,9.7e-05,1
5493007ABXGXVK31KE79,221,141,80,1.9361,1.6578,1.1679,0.244129,0
549300G36820CW642I52,5684,1344,4340,-1.6069,0.7151,-2.2471,0.024672,1
5493001I7Z53NDBE4X59,7265,129,7136,-0.45,1.0658,-0.4222,0.672893,0
549300NSOTTGIGCIV712,3757,185,3572,-22.0784,2.5821,-8.5507,0.0,1
549300I43FC7P0IJMR13,2984,386,2598,-3.7451,1.5373,-2.4362,0.014902,1
549300Q7ODSDOEDUNP68,2526,458,2068,-3.3192,1.2406,-2.6754,0.007512,1
5493002HK8IUOTMHKS81,482,15,467,-1.7898,7.6435,-0.2342,0.814961,0
549300CDOC4F7XSRG390,34113,4092,30021,-12.3886,0.535,-23.1557,0.0,1
549300RP3DLR09NF6157,4526,207,4319,-1.5403,1.8079,-0.852,0.394282,0
549300G5DVGM0ZHRQC33,38638,8691,29947,-3.4504,0.3123,-11.0485,0.0,1
549300G4JDIJPBEO8J84,6149,641,5508,-6.8593,0.9745,-7.0386,0.0,1
549300KBWX4NV5Q1E376,74500,24384,50116,-11.819,0.2882,-41.012,0.0,1
549300QKL5FUBZ8LSF50,28759,3729,25030,-12.5588,0.5161,-24.3353,0.0,1
549300L7HZ4C5U35BO37,1167,236,931,-9.4518,3.607,-2.6204,0.008896,1
549300DMI3W6YLDVSK93,17129,2146,14983,-9.406,0.778,-12.0894,0.0,1
549300WZCZNKQZ3TAU55,3217,77,3140,0.6311,0.8645,0.73,0.465459,0
549300D3IKJ7KU3SH574,2312,80,2232,1.114,1.2004,0.928,0.353495,0
254900LW5BPW0G1LMW49,5645,191,5454,0.0588,0.632,0.093,0.92587,0
5493009HUMWCHFRDKF12,3029,56,2973,-1.6527,2.485,-0.6651,0.506063,0
549300D0TGZMG03GNM36,5676,298,5378,-0.2857,0.3363,-0.8496,0.395572,0
254900LDNBFL67R4FW27,5393,36,5357,-26.9052,6.1881,-4.3479,1.4e-05,1
549300UYF8OQLB7L7745,364,220,144,3.2618,3.5394,0.9216,0.357373,0
549300GZY55UGMUMI322,4012,127,3885,-7.9283,2.9295,-2.7064,0.006831,1
2549009V3JISNNLCD785,7419,740,6679,-10.9369,1.5868,-6.8924,0.0,1
549300TDRENNEZ2S6M03,5773,937,4836,12.448,1.3012,9.5667,0.0,1
549300EWYXV06QXJH078,2873,23,2850,1.2681,2.2941,0.5528,0.580474,0
549300YTNLQPR4PKXG57,1705,99,1606,-2.2143,3.037,-0.7291,0.466025,0
5493001SBOA8GKVW1N27,304,21,283,2.05,3.4132,0.6006,0.548553,0
254900OCB5PJQMM6LU72,1501,193,1308,-4.6857,1.4606,-3.208,0.001365,1
549300A76WI58XAFNF59,3820,184,3636,-22.114,3.5738,-6.1878,0.0,1
MCXHCL35UUWDZK7NCQ61,16242,510,15732,-20.7525,1.7764,-11.6821,0.0,1
549300LYRWPSYPK6S325,199460,35904,163556,-6.6163,0.2261,-29.2674,0.0,1
549300MVSM4XYFQL3X62,4469,985,3484,-19.1682,1.5523,-12.3481,0.0,1
254900CORCK9CDK8GZ80,583,81,502,-24.2153,5.7545,-4.2081,3e-05,1
254900EZO02JGHXM3V19,1272,31,1241,0.9743,1.3607,0.716,0.474125,0
5493007669OVCSCATP45,8300,599,7701,-15.239,1.7168,-8.8766,0.0,1
549300QCYEU2QLIWN517,6082,504,5578,-2.6281,0.5167,-5.0863,0.0,1
549300LR1ZETOWYE9Z89,7540,236,7304,-22.5569,2.8083,-8.0321,0.0,1
549300Z54IIB4Q3AKI90,1430,415,1015,-20.1124,2.8028,-7.1759,0.0,1
5493009BD405QQTMXO12,12026,885,11141,-5.4849,0.8491,-6.4594,0.0,1
549300RDO3TWTFEYC795,2918,275,2643,-6.8034,1.2101,-5.622,0.0,1
549300M8DR00HTG3MF34,1529,83,1446,-4.2295,1.3005,-3.2523,0.00117,1
549300SRKBH68TX76851,580,69,511,1.6903,1.6077,1.0514,0.293531,0
5493000ZB0IHPJ66BJ32,1374,87,1287,-3.3568,4.7845,-0.7016,0.483047,0
549300Y0F8X17ADZK505,1831,25,1806,-13.8755,6.0033,-2.3113,0.020926,1
254900SUM1U8US3D2Z03,6835,20,6815,-14.0855,7.5695,-1.8608,0.062813,0
VN1JLT1F3FLLVN3FZG89,40330,1252,39078,-14.4033,1.2843,-11.215,0.0,1
549300LMP5T3UBHAEI68,861,37,824,-1.6214,1.6146,-1.0042,0.315561,0
2549005Q4HZ55QX7YC64,14750,516,14234,-1.6436,0.7266,-2.2622,0.023702,1
549300SO0M022D8D8358,1646,181,1465,-23.3788,3.5771,-6.5356,0.0,1
254900R3GSQ9SP0VJU09,489,70,419,-14.0641,5.5678,-2.526,0.011857,1
549300R1M9F3KHD4D911,532,12,520,-4.5649,6.139,-0.7436,0.457454,0
549300XOOL3OJTITCV30,14532,1204,13328,-29.858,1.3564,-22.012,0.0,1
549300FNXYY540N23N64,353635,50891,302744,-21.2386,0.2278,-93.2232,0.0,1
549300WS8BW0I0BDA390,13157,1686,11471,-1.8505,0.5012,-3.6923,0.000223,1
549300Z5MYEIE55LLY49,3129,492,2637,-0.1023,0.1255,-0.8147,0.415294,0
5493001WRXQTCKCA6205,11712,194,11518,-11.0573,2.4612,-4.4926,7e-06,1
549300FX7K8PTEQUU487,78794,13399,65395,-15.8691,0.4436,-35.7738,0.0,1
5493005RDTT7HVODH436,31481,792,30689,-5.743,1.3617,-4.2175,2.5e-05,1
254900GNK8YXIZQ6LW40,2179,149,2030,-8.2344,3.1055,-2.6516,0.008069,1
254900VELJPWWT51WN03,2062,98,1964,-1.2548,0.9224,-1.3604,0.173863,0
549300PBL633P0UGLP11,3040,51,2989,-3.1945,2.2324,-1.431,0.152541,0
254900M1AHTCIYKM7V90,2501,34,2467,-10.4435,3.2649,-3.1987,0.001398,1
254900EZRN0CBEP77K34,3711,1022,2689,-14.0738,1.7098,-8.2315,0.0,1
54930082GM1TWV6QVI24,17125,214,16911,-13.3029,1.6563,-8.0316,0.0,1
5493000JZXUB8NOEMF64,3767,158,3609,-0.5633,0.3995,-1.4102,0.158568,0
5493004ZQGH3G6GHZ049,411,18,393,1.6647,2.9614,0.5621,0.574339,0
549300L5PE7ZGYRW5Q15,2629,66,2563,1.0229,2.0054,0.5101,0.610057,0
549300COIWXM618UBE82,14928,720,14208,-16.8989,1.5492,-10.9082,0.0,1
54930001NSTOD85LT125,98605,9937,88668,-12.1574,0.2629,-46.249,0.0,1
549300MFY0P4D234OB91,21531,3313,18218,-4.9228,0.4302,-11.4442,0.0,1
549300GTU4DSS0S14C42,773,40,733,-16.0396,4.3222,-3.711,0.000221,1
5493008GTOZI3HQKE634,4007,183,3824,-4.2273,1.9282,-2.1924,0.028411,1
549300WEZMN6QE5IIH42,2899,799,2100,-1.5587,0.5675,-2.7466,0.006059,1
549300F6NSBOJBM9ED39,5075,380,4695,-3.5251,2.2119,-1.5937,0.111059,0
549300J7DJ7V4CSZCK98,555,48,507,-3.62,5.8986,-0.6137,0.539662,0
5493001K6UOKMZBPMI34,1094,38,1056,-7.833,5.4891,-1.427,0.153866,0
54930036K3ZFJ4FOKT69,37907,5280,32627,-23.2714,0.7324,-31.7744,0.0,1
549300U7ERLWHOGWFM48,4776,105,4671,-13.6887,2.3191,-5.9026,0.0,1
549300CY7WNAHKHYSJ73,70713,6176,64537,-2.9883,0.1967,-15.1886,0.0,1
5493002N5OA6GM61AC70,7661,107,7554,-12.5852,3.3596,-3.746,0.000181,1
5493005XCKCOIX4JMI33,4779,897,3882,-2.6413,0.9268,-2.8499,0.004391,1
54930078TNN7GKZ7NU89,12715,1449,11266,-4.0017,0.4381,-9.1342,0.0,1
RM2F4G3WBQ8R9OKYRH19,13506,355,13151,-11.5966,1.8348,-6.3203,0.0,1
549300RUFHC5ZQDL8J10,3097,59,3038,-1.2337,2.6916,-0.4584,0.646719,0
549300BXWU32AYWT1A56,3842,1574,2268,-2.203,1.1097,-1.9853,0.047187,1
5493007GBJOK22LYB425,1124,104,1020,-12.4105,3.4743,-3.5721,0.000369,1
549300U6DW7DX671T306,8543,484,8059,-8.953,1.8124,-4.9399,1e-06,1
S0Q3AHZRL5K6VQE35M07,30073,2420,27653,-8.2724,0.8269,-10.0038,0.0,1
5493000BIR9N6Y5KFV24,3052,31,3021,-21.408,7.1049,-3.0131,0.002607,1
549300D7OB5W5CJHFO55,2725,951,1774,-15.5178,1.9378,-8.0079,0.0,1
2549007G9V4FYWWWDZ31,3457,969,2488,-2.6322,0.6804,-3.8689,0.000111,1
5493000SW5GLNL7VNX12,2664,175,2489,-6.6608,1.6886,-3.9446,8.2e-05,1
5493008P7IF5WNSI6V48,1410,12,1398,7.3602,11.073,0.6647,0.506352,0
549300K4ZLGS7SRDTL86,39600,7660,31940,-3.986,0.2646,-15.0624,0.0,1
5493003GQDUH26DNNH17,450317,126246,324071,-20.9807,0.1548,-135.5673,0.0,1
549300SQH6MBVMMRRA85,3202,201,3001,-22.757,2.4114,-9.4373,0.0,1
549300GS2JP8CQK0MD31,3781,51,3730,-10.7442,4.6862,-2.2927,0.02192,1
254900U5VN6O84EWQL12,85,15,70,1.9299,2.8129,0.6861,0.49466,0
549300X72Q5WKCW2QQ95,1561,293,1268,-6.6761,2.2262,-2.9988,0.002753,1
5493002IVUY1DY0ZCL83,2949,142,2807,-17.0864,3.5964,-4.751,2e-06,1
549300KP95LHU8OP0H40,1629,264,1365,-0.4098,0.1654,-2.4774,0.013336,1
549300PGV74J5SPHTG47,2043,990,1053,-13.7341,1.5873,-8.6523,0.0,1
X05BVSK68TQ7YTOSNR22,365984,43393,322591,-7.5226,0.2129,-35.3359,0.0,1
549300RRQHIHHM9I4K21,8981,444,8537,-13.9791,2.0649,-6.77,0.0,1
549300UZ22L3KMKOI185,247,57,190,-0.6585,6.8304,-0.0964,0.923281,0
254900QH6Q6RHDLHEC77,1591,10,1581,-38.0278,9.5179,-3.9954,6.8e-05,1
549300LBBI5HSCNM6E20,1403,244,1159,-2.5461,1.8729,-1.3595,0.174221,0
549300ESNLIWVN3TK065,1551,44,1507,-2.2623,4.4762,-0.5054,0.613348,0
3XATK28RYORGPDF31217,4434,1002,3432,-13.8547,1.5789,-8.7747,0.0,1
549300BEFX6JRSCS5N78,15935,1124,14811,-16.3974,1.2378,-13.247,0.0,1
549300HNMUG8WS7JLL28,2409,41,2368,-9.0141,3.4938,-2.58,0.009939,1
549300VIZR4H7AB15496,5115,277,4838,-9.4604,1.8587,-5.0897,0.0,1
254900CEBR2F5Y0F1A15,5957,33,5924,-6.7542,5.2221,-1.2934,0.195928,0
54930079VLB4FPPZ7Y58,2826,47,2779,-1.6481,3.2415,-0.5084,0.611188,0
549300TJGBPVMBWV5P74,204,20,184,-23.5842,10.7238,-2.1992,0.029018,1
549300OBO7DOF2KOP535,92964,15644,77320,-13.7916,0.3581,-38.5086,0.0,1
5493000GJZZTT2UPGG82,317,12,305,13.9729,12.001,1.1643,0.245189,0
X6T32LKEPUT8LQMW6755,17259,1813,15446,-9.5952,0.7401,-12.965,0.0,1
5493007SZD2OVPMXT217,2965,21,2944,-9.1937,6.6889,-1.3745,0.169397,0
549300Q3ROEQU3D1IW91,79468,10124,69344,-10.799,0.371,-29.1044,0.0,1
5493004JGZVB2EPI6W51,4440,979,3461,-2.5285,0.5895,-4.289,1.8e-05,1
5493008VVXQIDO1EZ460,60170,4526,55644,-4.9538,0.3429,-14.4482,0.0,1
54930095UWUUXAWASB02,22917,2884,20033,-2.1244,0.2937,-7.232,0.0,1
254900RM3T6WAVE6SA24,880,121,759,-9.2824,2.6963,-3.4426,0.000604,1
549300ZZZUYWXK72JD21,6227,21,6206,-14.7383,4.4189,-3.3353,0.000857,1
5493005T71YXBHEO2093,6761,2790,3971,-12.2174,1.1445,-10.6748,0.0,1
549300H68PK1CZUVUQ73,393,52,341,-16.8481,3.8397,-4.3878,1.5e-05,1
549300R77W0P105C3S50,19040,2866,16174,-8.1818,1.0001,-8.1813,0.0,1
549300VUQ4KD10YTTM53,8299,552,7747,-5.1703,0.8035,-6.4343,0.0,1
