Permutation_Index,Theta_pp
603,-0.1692948122513297
604,-0.5988605815778142
605,-1.3198129625803223
606,-0.1723308260313094
607,-0.6306960478329612
608,-0.5153446353461776
609,-0.9810228166580847
610,-1.2683083078673763
611,-0.49173843869902156
612,-1.1563368052262357
613,-0.6411960444755606
614,-0.51458425812437
615,-1.0391084304088074
616,-0.2966488606124685
617,-0.6744787151179014
618,-0.4330047877173852
619,-0.9945109056340625
620,-1.0138478871592445
621,-0.4273177186977564
622,-1.2770529683271032
623,-0.8312140881165296
624,-1.139932749207877
625,-0.6673348534487674
626,-0.8451133550071466
627,-0.6146249809393226
628,-0.9169217850922057
629,-0.6951701193972083
630,-0.8436976372905324
631,-0.7159439743599785
632,-0.6034722661322167
633,-0.48012196257747736
634,-0.6075445064532562
635,-0.8452457468927274
636,-0.3545369382692259
637,-0.9257158093964163
638,-0.07799477232825264
639,-0.584130544860505
640,-1.165091912762013
641,-0.6787102316660385
642,-0.7137995212351816
643,-1.1088913819124464
644,-0.85395557469214
645,-0.2156605494603833
646,-0.510236568090436
647,-1.0315612746035767
648,-1.3055379248465782
649,-1.2906672477498655
650,-0.9885124417956557
651,-0.5882211708161564
652,-1.1885108692220243
653,-0.34824076608851795
654,-1.1379761517399696
655,-0.13707963739676665
656,-1.1746549214389337
657,-0.4689004110622659
658,-0.9765288178271145
659,-0.5601556512086898
660,-1.0522490263804427
661,-0.941008620771607
662,-1.0315013438630798
663,-0.410586862157636
664,-0.501614412668114
665,-0.9856999109516749
666,-0.6529746945136813
667,-0.5381042917391375
668,-1.4266515489628868
669,-0.7386651752635937
670,-1.3599609915838144
671,-0.7792834118602268
672,-1.1757657208069114
673,-0.953016558340573
674,-0.7319782677390331
675,-0.5320636881215041
676,-0.6532714547070049
677,-0.8770816551427052
678,-0.24353307815728037
679,-0.9877368921053963
680,-0.622021516928994
681,-0.4658151925417279
682,-1.231890416926598
683,-0.6568903175050388
684,-0.6182236626498634
685,-0.44832085362143315
686,-0.5703267213127023
687,-1.029435731132216
688,-0.41704193065430506
689,-0.43688257978525835
690,-0.9973467624755112
691,-0.7257526694937672
692,-0.9057693465508511
693,-0.4670442404079694
694,-0.5601961481822733
695,-0.987616455073944
696,-0.7295463518313685
697,-1.0088574862618735
698,-1.1329067074453296
699,-0.777224520610792
700,-1.0880262000177927
701,-0.31633945139384345
702,-1.0335574933460807
703,-0.660425426196756
704,-0.40707783228503686
705,-0.7910687531953293
706,-0.8825186375307869
707,-0.860346978221322
708,-0.799863338185576
709,-1.0742796237755126
710,-1.325843616560515
711,-0.8084359225287487
712,-0.9151369652866852
713,-0.09167626858703704
714,-0.6004537722683393
715,-0.7054876342849772
716,-0.9739332357576704
717,-0.7283512729020711
718,-0.5562638835860831
719,-0.5929773666710656
720,-1.0894286849780714
721,-1.0981114841196797
722,-0.23454207877687525
723,-0.7570651522828896
724,-0.49594137047890746
725,-0.674334586480043
726,-0.8838755312880244
727,-0.31368492138710624
728,-1.059497361554495
729,0.00653735598875104
730,-0.6871125738790925
731,-0.744735178731625
732,-0.4119741128394066
733,-0.4892614028319849
734,-0.7803404959244619
735,-1.5569681183482138
736,-1.0965460184160605
737,-0.7232137550263268
738,-0.6016831425826579
739,-0.7685270884179461
740,-1.0504203881270082
741,-1.143718206916708
742,-0.737662515688439
743,-1.4397929751670377
744,-1.0403667914946797
745,-1.1610529043161395
746,-0.48503959336331
747,-1.3955426559049708
748,-0.44143264808685184
749,-0.9068035610740911
750,-0.10226921038912816
751,-0.7180591990528336
752,-0.7750227509388743
753,-0.8739064265518394
754,-0.8351334329890187
755,-0.9629964047604125
756,-0.919002978329481
757,-0.5835880226237772
758,-0.5623271935552951
759,-0.9296171969057077
760,-0.7999677887054966
761,-1.0457389979983918
762,-0.9165964924808065
763,-0.585379458449982
764,-0.3063641849854941
765,-0.3183633435009743
766,-1.2645916024813166
767,-0.7312388013932349
768,-1.1472327234748594
