Year,White_Approval,Black_Approval,Raw_Gap,Unexplained_Gap,Explained_Gap,Pct_Unexplained
2020,85.93669824243587,71.32730015082956,14.609398091606307,14.286991271397032,0.3224068202092756,97.79315466532114
2021,86.27226350438684,73.30362228998425,12.968641214402599,12.489104334963208,0.4795368794393906,96.30233521375523
2022,80.7134141051962,66.66221248240596,14.051201622790222,14.151533014606022,-0.10033139181579998,100.71404136464079
2023,77.68438091625266,62.544995211518774,15.139385704733888,15.08147853040388,0.05790717433000747,99.61750644669883
2024,78.3356026705733,63.58842389470132,14.747178775871973,14.514246692859633,0.23293208301233825,98.42049732662467
Mean,81.78847188776896,67.48531080588798,14.303161081880997,14.104670768845954,0.1984903130350424,98.56950700340813
