White_Approval_Pct,Black_Approval_Pct,Total_Gap_pp,Within_Penalty_Mean_pp,Within_Penalty_VolWtd_pp,Within_Pct_of_Gap,Between_Pct_of_Gap,Temporal_CV_Pct,Mean_Partial_R2_Race,N_Years
83.09,68.25,14.837,10.614,10.54,71.0,29.0,8.5,0.0173,5
